INDEX,LATITUDE,LONGITUDE,FL_hPa,TIME,MERGED,FL
352,38.0,10.0,100,2018-06-23 06:00:00,0.088120003374767,140
360,38.0,12.0,100,2018-06-23 06:00:00,0.0879037686731139,100
361,38.0,12.0,100,2018-06-23 06:00:00,0.0878156903966166,120
362,38.0,12.0,100,2018-06-23 06:00:00,0.087728848005767,140
370,38.0,14.0,100,2018-06-23 06:00:00,0.0874401297329464,100
371,38.0,14.0,100,2018-06-23 06:00:00,0.0875019384759525,120
372,38.0,14.0,100,2018-06-23 06:00:00,0.0875609409873185,140
400,40.0,0.0,100,2018-06-23 06:00:00,0.0881200136103132,100
401,40.0,0.0,100,2018-06-23 06:00:00,0.0876640340234405,120
402,40.0,0.0,100,2018-06-23 06:00:00,0.0873370689617663,140
410,40.0,2.0,100,2018-06-23 06:00:00,0.084317588827159,100
411,40.0,2.0,100,2018-06-23 06:00:00,0.0844250144414819,120
412,40.0,2.0,100,2018-06-23 06:00:00,0.0844596148329832,140
420,40.0,4.0,100,2018-06-23 06:00:00,0.0846988825686871,100
421,40.0,4.0,100,2018-06-23 06:00:00,0.0847543624971319,120
422,40.0,4.0,100,2018-06-23 06:00:00,0.0847505839852725,140
430,40.0,6.0,100,2018-06-23 06:00:00,0.084282944863978,100
431,40.0,6.0,100,2018-06-23 06:00:00,0.0841622910584957,120
432,40.0,6.0,100,2018-06-23 06:00:00,0.0841451537523477,140
440,40.0,8.0,100,2018-06-23 06:00:00,0.0844508383717766,100
441,40.0,8.0,100,2018-06-23 06:00:00,0.0845931040063387,120
442,40.0,8.0,100,2018-06-23 06:00:00,0.0847781197290382,140
450,40.0,10.0,100,2018-06-23 06:00:00,0.0843658106108486,100
451,40.0,10.0,100,2018-06-23 06:00:00,0.084017208131585,120
452,40.0,10.0,100,2018-06-23 06:00:00,0.0840230081354981,140
460,40.0,12.0,100,2018-06-23 06:00:00,0.0851150043088206,100
461,40.0,12.0,100,2018-06-23 06:00:00,0.0850186465337494,120
462,40.0,12.0,100,2018-06-23 06:00:00,0.0845980719817987,140
470,40.0,14.0,100,2018-06-23 06:00:00,0.0842201548131431,100
471,40.0,14.0,100,2018-06-23 06:00:00,0.0814685681047893,120
472,40.0,14.0,100,2018-06-23 06:00:00,0.0815269190745498,140
500,42.0,0.0,100,2018-06-23 06:00:00,0.0822006506754878,100
501,42.0,0.0,100,2018-06-23 06:00:00,0.0822321233498555,120
502,42.0,0.0,100,2018-06-23 06:00:00,0.0823558084057186,140
510,42.0,2.0,100,2018-06-23 06:00:00,0.0824180650878348,100
511,42.0,2.0,100,2018-06-23 06:00:00,0.0821441590584463,120
512,42.0,2.0,100,2018-06-23 06:00:00,0.0819104141506582,140
520,42.0,4.0,100,2018-06-23 06:00:00,0.08201656039771,100
521,42.0,4.0,100,2018-06-23 06:00:00,0.0825206776932049,120
522,42.0,4.0,100,2018-06-23 06:00:00,0.0825365125598531,140
530,42.0,6.0,100,2018-06-23 06:00:00,0.0829233299325213,100
531,42.0,6.0,100,2018-06-23 06:00:00,0.0830527137604593,120
532,42.0,6.0,100,2018-06-23 06:00:00,0.0808910277606814,140
540,42.0,8.0,100,2018-06-23 06:00:00,0.0804054077284203,100
541,42.0,8.0,100,2018-06-23 06:00:00,0.0803831760069686,120
542,42.0,8.0,100,2018-06-23 06:00:00,0.080317235406363,140
550,42.0,10.0,100,2018-06-23 06:00:00,0.081255922437215,100
551,42.0,10.0,100,2018-06-23 06:00:00,0.081561109824875,120
552,42.0,10.0,100,2018-06-23 06:00:00,0.0816868396835113,140
560,42.0,12.0,100,2018-06-23 06:00:00,0.0817919743498615,100
561,42.0,12.0,100,2018-06-23 06:00:00,0.0816427125152799,120
562,42.0,12.0,100,2018-06-23 06:00:00,0.0816762712446193,140
570,42.0,14.0,100,2018-06-23 06:00:00,0.0813546888244177,100
571,42.0,14.0,100,2018-06-23 06:00:00,0.0816828678865768,120
572,42.0,14.0,100,2018-06-23 06:00:00,0.0820148555324334,140
600,44.0,0.0,100,2018-06-23 06:00:00,0.0841073266706403,100
601,44.0,0.0,100,2018-06-23 06:00:00,0.0840223145027756,120
602,44.0,0.0,100,2018-06-23 06:00:00,0.0839424543874695,140
610,44.0,2.0,100,2018-06-23 06:00:00,0.0840311293358622,100
611,44.0,2.0,100,2018-06-23 06:00:00,0.0846639088112629,120
612,44.0,2.0,100,2018-06-23 06:00:00,0.0852186707036622,140
620,44.0,4.0,100,2018-06-23 06:00:00,0.0859512965270222,100
621,44.0,4.0,100,2018-06-23 06:00:00,0.0859211113346706,120
622,44.0,4.0,100,2018-06-23 06:00:00,0.0855641130891436,140
630,44.0,6.0,100,2018-06-23 06:00:00,0.0848997726444746,100
631,44.0,6.0,100,2018-06-23 06:00:00,0.0849421520063657,120
632,44.0,6.0,100,2018-06-23 06:00:00,0.0853953189995846,140
640,44.0,8.0,100,2018-06-23 06:00:00,0.0867295136154526,100
641,44.0,8.0,100,2018-06-23 06:00:00,0.0866912201624188,120
642,44.0,8.0,100,2018-06-23 06:00:00,0.0862754380044176,140
650,44.0,10.0,100,2018-06-23 06:00:00,0.0861907425010231,100
651,44.0,10.0,100,2018-06-23 06:00:00,0.0868960202582835,120
652,44.0,10.0,100,2018-06-23 06:00:00,0.0875993461684534,140
660,44.0,12.0,100,2018-06-23 06:00:00,0.090905447844974,100
661,44.0,12.0,100,2018-06-23 06:00:00,0.0908146981899537,120
662,44.0,12.0,100,2018-06-23 06:00:00,0.0908449758668681,140
670,44.0,14.0,100,2018-06-23 06:00:00,0.0907644653665122,100
671,44.0,14.0,100,2018-06-23 06:00:00,0.0907704474569286,120
672,44.0,14.0,100,2018-06-23 06:00:00,0.0912181122231065,140
