,1.0,0.1,0.01,0.001,0.0005,0.0001
86,801.5489132407967,801.5489132407967,695.7897398730554,695.5583194525921,695.2888773901066,1039.7784677416585
87,812.2819859404269,812.2819859404269,723.3074714145166,1774.2076145039143,1025.3401512452467,0
88,733.9274263662152,733.9274263662152,684.0725622640572,955.5904506763804,684.9779411246824,0
89,739.6467332471474,610.6233890095962,615.4585500964903,624.0104090764461,623.9319939971838,0
90,638.9082249651932,638.9082249651932,638.9082249651932,656.5085014539251,641.5544401240677,657.7109630331859
91,745.9842478266395,745.9842478266395,745.9856226912297,744.2251622612689,0,0
92,683.3310247671445,683.3310247671445,698.9697759828849,694.7341752085692,0,949.261610151384
93,849.2594463697848,849.2594463697848,761.1064997434518,977.6033663605341,0,1825.458845364332
94,1092.8866829608742,711.7113205842123,697.1133421653515,972.9206966354525,976.4449465072316,931.8511087795979
95,775.0815183380728,749.8248635986679,744.2178652906513,1834.4706056746486,1775.8456883193357,0
96,994.3577319132188,747.180087895287,727.5915955797449,692.6511826044157,690.9453205292538,0
97,642.4798823626866,642.4798823626866,626.002378099976,624.5551738778497,1247.7255374936822,0
98,821.5731357865457,821.5731357865457,759.3143547200947,928.3892334691117,1214.2457772196817,0
99,802.294875710931,802.294875710931,718.6242039899884,706.2782701427457,0,1315.9094620033127
